,id,english,translated
933,664431,"In this , the blood supply to the brain stops for a while .",<unk> এই রক্ত ধমনীগুলিকে রক্ত রক্ত বাড়ান আনতে
934,664432,"These anchors can be aluminum poles , snow stakes and sometimes ice axe .",<unk> এই এই অ্যালুমিনিয়ামের কখনও কখনও কখনও কখনও অ্যাক্সেরও অ্যাক্সেরও যায় হয় ৷ ৷
935,664433,"Climbing is done through ropes only after camp one located at the height of 17,000 feet .",<unk> পালকোট উপত্যকার উপত্যকার একদিন একদিন উঁচুতে উঁচুতে দড়ির উপত্যকার সহায়তায় রাস্তা অবস্থিত রয়েছে রয়েছে ׀ ׀
936,664434,place a birthday party with ale ross and amy in my calendar,<unk> আমার আমার সাথে পার্টি একটি
937,664435,One gets relief in the ligament pain by doing this for some days .,<unk> শোওয়ার এই জন্য রোগে আরাম হয়ে করুন যায় ৷ ৷
938,664436,turn the radio on,<unk> চালাও
939,664437,The rebuff provoked Akbar to issue a formal firman appointing Shahzada Salim to the command of the proposed expedition.,<unk> টিপু প্রেরণ প্রশিক্ষণপ্রাপ্ত করার বিজয়ের জন্য লক্ষ্যে প্রেরণ প্রেরণ করেছিল। করেছিল।
940,664438,The echo coming from deep inside the body gives an accurate information regarding the proper functioning of that part of body or the diseases originating there .,<unk> কৃমী থেকে থেকে জানা জানা ঠিকমতো যে ঠিকমতো ঠিকমতো উল্টো কোষ থেকে কোষ জানা যায় যায় ׀ ׀
941,664439,"These wild buffaloes have a very hot temperament , one should see them very cautiously .",<unk> এই এই কথাটা গরম খুবই করে ৷ ৷
942,664440,In this temple of Nirandhaar style the established idol of Chitragupt is broken now .,<unk> এই মন্দিরের মন্দিরের মূর্তি মূর্তি মূর্তি আছে রয়েছে ৷ ׀
943,664441,Marathas expanded their territory to include Malwa after the Battle of Delhi and Battle of Bhopal in 1737.,<unk> হায়দার তাদের প্রাক্তন যুদ্ধের যুদ্ধের পর মুঘলদের ষষ্ঠ অঞ্চলগুলি মুঘল শাসন শাসন করেন। করেন।
944,664442,The producers of such films have to get an A certificate separately before telecasting them on television as a trailer or teaser .,<unk> টিভিতে সিনেমাতে হিন্দী প্রেমের মহিলা উপস্থিতি সম্প্রচার হিসেবে করার পিছিয়ে দেওয়া দেয় হয়েছে । ।
945,664443,"Twin bombings yesterday struck the Jolo Cathedral in Mindanao, Philippines.",<unk> টানা ফাইনালে ফাইনালে ফাইনালে দিন
946,664444,please put me your input to know my schedule,<unk> আমার আমাকে আমার বলুন। বিবরণ
947,664445,But it was my luck that for my very first film I got a chance to go abroad for shooting and that too in London .,<unk> কিন্তু আমি আমার আমার সিনেমা জন্য এত ছিল খুশি ৷ ছিল
948,664446,Sikkim produces more cardamom than any other Indian state and is home to the largest cultivated area of cardamom.,<unk> থাইল্যান্ডে ভারতের ভারতের ভৌগোলিক তুলনায় এলাকা বেশি এবং ভারতের এবং ভারতের ভারতের তুলনায় তুলনায় বেশি
949,664447,i have a complaint,<unk> আমার
950,664448,Block the UPI ID 8201029329@icici .,<unk> ইউপিআই টা দাও দাও
951,664449,Which is explained in detail .,<unk> বাংলাদেশে কি ?
952,664450,Other risk factors include working night shifts and sleep apnea.,<unk> অন্যান্য মধ্যে অন্যান্য ক্যান্সার প্রতিরোধক ও মধ্যে অতসী থাকে।
953,664451,"The most important work of this genre is the popular Ponniyin Selvan (The son of Ponni), a historical novel in Tamil written by Kalki Krishnamurthy.",<unk> এই এই সবচেয়ে গুরুত্বপূর্ন গুরুত্বপূর্ন গুরুত্বপূর্ন গোষ্ঠীর মধ্যে মধ্যে অন্যতম অন্যতম ঘটনা মধ্যে রচনা একটি।
954,664452,what trending on twitter,<unk> আছে. কি
955,664453,"This deficiency can be fulfilled by eating milk , green leafy vegetables , turnip and cauliflower leaves , soybean , grams , etc .","<unk> এই পতঙ্গ শুকনো , , সান ইত্যাদি , , ভাজা ইত্যাদি ইত্যাদি খাওয়াতে খাওয়াতে পারে পারে ৷"
